,index,SUPPLIER_NBR,SUPPLIER_ERP,SUPPLIER_ADDRESS,SUPPLIER_CITY,SUPPLIER_STATE,SUPPLIER_ZIP_CDE,SUPPLIER_COUNTRY,SUPPLIER_TAX_ID,SPEND_USD,D-U-N-S Number,business_name,street_address,Global Ultimate Business Name,cosine_similarity,match
468,4128,43006480,ICIMS INC,29348 NETWORK PL,CHICAGO,IL,60673-1294,US,22-3719840,94706.37,19797468,"Icims, Inc.",101 Crwfrds Crnr Rd Ste 3 Holmdel NJ,"Icims, Inc.",1.0,Yes
469,4130,43006521,TALEND INC,800 BRIDGE PKWY,REDWOOD CITY,CA,94065,US,06-1807693,250913.62,937605835,"Talend, Inc.",400 S El Cmino Real Ste 1 San Mateo CA,"Talend, Inc.",1.0,Yes
470,4131,43006528,MMS INVESTMENTS USA INC,PO BOX 7410138,CHICAGO,IL,60674-0138,US,13-3142389,12601454.55,801877952,"MMS USA Investments, Inc.",220 36th St Brooklyn NY,"MMS USA Investments, Inc.",1.0,Yes
471,4135,43006639,ALSTON & BIRD LLP,PO BOX 933124,ATLANTA,GA,31193-3124,US,58-0137615,41945.32,72475205,Alston & Bird LLP,1201 W Peachtree St NW # 4000 Atlanta GA,Alston & Bird LLP,1.0000000000000002,Yes
472,4141,43006698,BLUE YONDER INC,15059 N SCOTTSDALE RD STE 400,SCOTTSDALE,AZ,85254,US,86-0673401,237410.88,833849933,"Blue Yonder, Inc.",9001 Cypress Waters Blvd F Coppell TX,PANASONIC HOLDINGS CORPORATION,1.0,Yes
473,4142,43006772,VERIZON COMMUNICATIONS INC,PO BOX 16802,NEWARK,NJ,07101,US,23-2259884,195248.13,832908847,Verizon Communications Inc., Irving TX,Verizon Communications Inc.,1.0,Yes
474,4149,43006991,MAPLEBEAR INC,50 BEALE ST STE 600,SAN FRANCISCO,CA,94105-1871,US,46-0723335,436494.77,48711040,Maplebear Inc.,50 Beale St Ste 600 San Francisco CA,Maplebear Inc.,1.0,Yes
475,4151,43007016,FIGMA INC,760 MARKET ST FL 10,SAN FRANCISCO,CA,94102-2300,US,46-2843087,13641.76,79272419,"Figma, Inc.",760 Market St FL 10 San Francisco CA,"Figma, Inc.",1.0,Yes
476,4152,43007020,LITTLER MENDELSON PC,PO BOX 207137,DALLAS,TX,75320,US,94-2602731,99442.4,78758919,"Littler Mendelson, P.C.",333 Bush St FL 34 San Francisco CA,"Littler Mendelson, P.C.",1.0,Yes
477,4153,43007021,GEODIS LOGISTICS CANADA INC,300 KENNEDY RD S UNIT B,BRAMPTON,ON,L6W 4V2,CA,830498127,7407479.7700000005,248510435,Geodis Logistics (Canada) Inc,300 Kennedy Rd S Unit B BRAMPTON ON,AGENCE DES PARTICIPATIONS DE L'ETAT,1.0,Yes
478,4157,43007074,CITY OF NORTH MIAMI BEACH,17050 NE 19 AVE,NORTH MIAMI BEACH,FL,33162,US,,560.3,71313951,City of North Miami Beach,17011 Ne 19th Ave North Miami Beach FL,City of North Miami Beach,1.0,Yes
479,4158,43007097,SNOWFLAKE INC,106 E BABCOCK ST SUITE 3A,BOZEMAN,MT,59715-4771,US,46-0636374,652523.33,118226213,Snowflake Inc.,450 Concar Dr San Mateo CA,Snowflake Inc.,1.0,Yes
480,4159,43007118,PRICEWATERHOUSECOOPERS,PO BOX 75647,CHICAGO,IL,60675-5647,US,47-4641274,3848.0,111097593,Pricewaterhousecoopers LLP, Philadelphia PA,Pricewaterhousecoopers LLP,1.0,Yes
481,4160,43007198,REALTIMEBOARD INC,201 SPEAR ST STE 1100,SAN FRANCISCO,CA,94105-6164,US,46-3921926,26445.0,79481190,Realtimeboard Inc.,201 Spear St Ste 1100 San Francisco CA,Realtimeboard Inc.,1.0,Yes
482,4164,43007251,PAYPOOL LLC,800 MAINE AVE SW STE 650,WASHINGTON,DC,20024,US,81-4448826,4615036.02,17204841,Paypool LLC,800 Maine Ave SW Washington DC,Paypool LLC,1.0,Yes
483,4168,43007287,KING & SPALDING LLP,PO BOX 116133,ATLANTA,GA,30368-6133,US,58-0520153,180382.34999999998,64541881,King & Spalding LLP,1180 Peachtree St Atlanta GA,King & Spalding LLP,1.0,Yes
484,4170,43007340,CITY OF SANTE FE SPRINGS DEPT OF,11710 E TELEGRAPH RD,SANTA FE SPRINGS,CA,90670,US,,1973.0,84348895,City of Santa Fe Springs,11710 Telegraph Rd Santa Fe Springs CA,City of Santa Fe Springs,0.8555,Yes
485,4171,43007346,ALIGHT SOLUTIONS LLC,OVERLOOK POINT,LINCOLNSHIRE,IL,60069,US,82-1061233,31262.8,152353632,Alight Solutions LLC,4 Overlook Pt Ste 4ob Lincolnshire IL,"Alight, Inc.",1.0,Yes
486,4175,43007400,AETNA LIFE INSURANCE CO,270 PARK AVE,NEW YORK,NY,10017-2014,US,06-6033492,27717.2,6916969,Aetna Life Insurance Company Inc,151 Farmington Ave Hartford CT,CVS Health Corporation,1.0,Yes
487,4178,43007413,TIKTOK INC,5800 BRISTOL PKWY STE 100,CULVER CITY,CA,90230,US,47-3892853,847605.68,79918992,Tiktok Inc.,5800 Bristol Pkwy Ste 100 Culver City CA,"Xiamen Xingchen Qidian Technology Co., Ltd.",1.0,Yes
488,4181,43007445,INFORMATION RESOURCES INC,4766 PAYSPHERE CIR,CHICAGO,IL,60674,US,36-2947987,137683.0,943374702,Information Resources,93 Lincoln Ave Highland Park NJ,Information Resources,1.0,Yes
489,4182,43007446,LNRS DATA SERVICES INC,28428 NETWORK PL,CHICAGO,IL,60673-1284,US,76-0199035,20369.1,210523254,LNRS DATA SERVICES LIMITED,Quadrant House SUTTON ,RELX PLC,1.0,Yes
490,4183,43007461,BIOSCREEN TESTING SERVICES,3904 DEL AMO BLVD STE 801,TORRANCE,CA,90503,US,76-0606679,21173.0,177127834,"Bioscreen Testing Services, Inc.",3904 Del AMO Blvd Ste 801 Torrance CA,"Bioscreen Testing Services, Inc.",1.0,Yes
491,4191,43007601,BATTERIES PLUS LLC,5010 N HIGH ST,COLUMBUS,OH,43214,US,38-4008142,3546.47,841683704,Batteries Plus,2051 N Clybourn Ave Chicago IL,Batteries Plus,1.0,Yes
492,4192,43007605,COMMERCIAL FIRE LLC,2465 ST JOHNS BLUFF RD S,JACKSONVILLE,FL,32246,US,81-5149134,84106.12,80623373,"Commercial Fire, LLC",2465 St Johns Bluff Rd S Jacksonville FL,"Commercial Fire, LLC",1.0,Yes
493,4193,43007611,LITERA,550 W JACKSON BLVD STE 200,CHICAGO,IL,60661-5744,US,36-4156327,4934.26,930048736,Litera Corporation,550 W Jackson Blvd # 200 Chicago IL,Litera Corporation,1.0,Yes
494,4194,43007620,NORTON ROSE FULBRIGHT US LLP,1301 MCKINNEY ST STE 5100,HOUSTON,TX,77010-3095,US,74-1201087,112247.1,66711227,Norton Rose Fulbright US LLP,2200 Ross Ave Ste 3600 Dallas TX,Norton Rose Fulbright US LLP,1.0000000000000002,Yes
495,4197,43007647,QUANTEM METRIC INC,10807 NEW ALLEGIANCE DR STE 155,COLORADO SPRINGS,CO,80921-3824,US,45-3359839,70000.0,38846686,"Quantum Metric, Inc.",10807 New Allegiance Dr # 155 Colorado Springs CO,"Quantum Metric, Inc.",0.8217,Yes
496,4198,43007660,NCC GROUP SOFTWARE RESILIENCE NA,DEPT CH 18027,PALATINE,IL,60055-8027,US,86-3396581,340.0,118307346,Ncc Group Software Resilience (na) LLC,11675 Rainwater Dr 600nrthw Alpharetta GA,Ncc Group Software Resilience (na) LLC,1.0000000000000002,Yes
497,4201,43007677,INGENICO INC,3025 WINDWARD PLZ STE 600,ALPHARETTA,GA,30005-8734,US,88-0117097,793462.64,121391192,Ingenico Inc.,3025 Windward Plz Ste 600 Alpharetta GA,WORLDLINE,1.0,Yes
498,4203,43007698,BAYMARD INSTITUTE,KASTANIE ALLE 41,FARUM,017,3520,DK,,13800.0,305861400,Baymard Institute ApS,Kastanie Alle 41 Farum ,Baymard Institute ApS,0.856,Yes
499,4208,43007750,RADWELL INTERNATIONAL LLC,PO BOX 419343,BOSTON,MA,02241-9343,US,23-2106278,4170.0,80545608,Radwell International Inc., Boston MA,"Radwell International, LLC",1.0000000000000002,Yes
500,4216,43007885,"ARTICULATE GLOBAL, LLC",DEPT 3747 PO BOX 123747,DALLAS,TX,75312-3747,US,01-0742391,36545.38,144351199,"Articulate Global, LLC",244 5th Ave Ste 2960 New York NY,"Articulate Global, LLC",1.0,Yes
501,4217,43007890,JACKSON LEWIS P.C.,PO BOX 416019,BOSTON,MA,02241-6019,US,46-3862389,453500.89,962418807,Jackson Lewis PC, Boston MA,Jackson Lewis PC,1.0000000000000002,Yes
502,4218,43007898,"FIVE9, INC.",3001 BISHOP DR STE 350,SAN RAMON,CA,94583-5005,US,94-3394123,193320.84,67417951,"Five9, Inc.",3001 Bishop Dr Ste 350 San Ramon CA,"Five9, Inc.",1.0,Yes
503,4220,43007939,PRODUCTSUP CORP,54 W 40TH ST,NEW YORK,NY,10018,US,82-4398452,36000.0,117762374,Productsup,54 W 40th Str Wework FL New York NY,Productsup,1.0,Yes
504,4225,43007979,CITY OF NORTH PLATTE,211 W 3RD ST,NORTH PLATTE,NE,69101,US,,14268.61,784744708,City of North Platte,701 S Jeffers St North Platte NE,City of North Platte,1.0,Yes
505,4226,43007997,TOPPAN MERRILL LLC,PO BOX 74007295,CHICAGO,IL,60674-7295,US,90-0849891,2634.6400000000003,81367552,Toppan Merrill LLC,1501 Energy Park Dr Saint Paul MN,TOPPAN LEEFUNG PTE. LTD.,1.0,Yes
506,4230,43008064,BERKSHIRE ASSOCIATES,8924 MCGAW CT,COLUMBIA,MD,21045,US,52-1305454,111308.0,828827527,Berkshire Associates LLC,8924 McGaw CT Columbia MD,"Resolution Economics, LLC",1.0,Yes
507,4234,43008175,BOARD ORG LLC,1201 PENNSYLVANIA AVE NW FLR 6,WASHINGTON,DC,20004,US,20-4486175,20000.0,783536803,Board.org LLC,10300 Springdale Rd Austin TX,Board.org LLC,1.0,Yes
508,4236,43008195,INTERGRAPH CORPORATION,7088 SOLUTION CENTER,CHICAGO,IL,60677-7000,US,63-0573222,35891.64,55157903,Intergraph Corporation,305 Intergraph Way Madison AL,Hexagon AB,1.0,Yes
509,4238,43008243,CONSTRUCTION ONE INC,101 E TOWN ST STE 401,COLUMBUS,OH,43215,US,31-0974589,1621181.76,131167649,Construction Etc. LLC,11450 Military Trail Rd Saint George KS,Construction Etc. LLC,1.0,Yes
510,4239,43008255,CASSELS BROCK & BLACKWELL LLP,"SUITE 2100, SCOTIA PLAZA",TORONTO,ON,M5H 3C2,CA,121379572,11794.5,208185488,Cassels Brock & Blackwell LLP,2100 Scotia Plaza 40 King St W TORONTO ON,Cassels Brock & Blackwell LLP,1.0,Yes
511,4241,43008263,FISH & RICHARDSON P.C.,PO BOX 3295,BOSTON,MA,02241-3295,US,04-3254521,101.25,947204525,Fish & Richardson P.C.,60 S 6th St Ste 3300 Minneapolis MN,Fish & Richardson P.C.,1.0,Yes
512,4243,43008366,CITY OF LAS CRUCES,PO BOX 20000,LAS CRUCES,NM,88004,US,,808.3,77609279,City of Las Cruces,700 N Main St Las Cruces NM,City of Las Cruces,1.0,Yes
513,4245,43008409,CLYDE & CO LLP,CLYDE & CO - MENA,DUBAI,01,AE,AE,100229852700003,34156.69,940249659,"Clyde, Inc.",5441 Wisconsin Ave Chevy Chase MD,Graham Holdings Company,1.0,Yes
514,4249,43008480,PRECISELY SOFTWARE INCORPORATED,PO BOX 911304,DALLAS,TX,75391-1304,US,22-1854351,22998.82,72700198,Precisely Software Incorporated,1700 District Ave Ste 300 Burlington MA,Precisely Software Incorporated,1.0,Yes
515,4252,43008500,COUNCIL ON EMPLOYEE BENEFITS,64 WALKER ST STE 2,LENOX,MA,01240,US,34-6527800,3300.0,21287598,Council On Employee Benefits,1501 M St NW Ste 600 Washington DC,Council On Employee Benefits,1.0,Yes
516,4253,43008505,PRIMARY COLOR SYSTEMS CORP,11130 HOLDER ST,CYPRESS,CA,90630,US,33-0258220,50000.0,73600868,Primary Color Systems Corporation,11130 Holder St Ste 210 Cypress CA,Primary Color Systems Corporation,1.0,Yes
517,4257,43008547,SALTER BAXTER COMMUNICATIONS,"FIRST FLR, 2 TELEVISION CTR",LONDON,LO,W12 7FR,GB,,111265.0,235963647,SALTER BAXTER COMMUNICATIONS LIMITED,82 Baker Street LONDON ,PUBLICIS GROUPE S.A.,1.0,Yes
518,4264,43008602,JOC GROUP INC,PO BOX 847193,DALLAS,TX,75284-7193,US,46-4656371,1290.0,81340225,Joc Group Inc.,55 Water St FL 39 New York NY,Joc Group Inc.,1.0,Yes
519,4265,43008604,EGON ZEHNDER INTERNATIONAL INC,520 MADISON AVE 23RD FLR,NEW YORK,NY,10022,US,13-2885188,81667.0,83990812,Egon Zehnder International Inc.,520 Madison Ave FL 23 New York NY,EGON ZEHNDER INTERNATIONAL AG,1.0000000000000002,Yes
520,4266,43008605,INNISFREE M AND A INCORPORATED,501 MADISON AVE 10TH FLR,NEW YORK,NY,10022,US,13-3953715,44359.13,799966759,M & A Innisfree Incorporated,501 Madison Ave FL 20 New York NY,M & A Innisfree Incorporated,1.0,Yes
521,4268,43008621,SAY TECHNOLOGIES LLC,85 WILLOW RD,MENLO PARK,CA,94025,US,46-4364776,6623.35,81072412,Say Technologies LLC,85 Willow Rd Menlo Park CA,"Robinhood Markets, Inc.",1.0,Yes
522,4269,43008627,INTELLECTUAL PROPERTY ONLINE LTD,BLAGRAVE HOUSE,READING,BK,RG1 1QB,GB,,6723.0,235078479,INTELLECTUAL PROPERTY ONLINE LIMITED,Blagrave Street READING BERKS,INTELLECTUAL PROPERTY ONLINE LIMITED,1.0,Yes
523,4270,43008643,MITRATECH HOLDINGS INC,5001 PLAZA ON THE LK STE 111,AUSTIN,TX,78746-1084,US,74-3025949,112875.0,183130079,"Mitratech Holdings, Inc.",5001 Plz On The Lk Ste 11 Austin TX,"Mitratech Holdings, Inc.",1.0000000000000002,Yes
524,4272,43008656,ACCENTURE LLP,500 W MADISON ST LBBY 20,CHICAGO,IL,60661-4516,US,72-0542904,36647389.83,111527332,Accenture Ltd.,33 W Monroe St Ste 1000 Chicago IL,Accenture Ltd.,1.0,Yes
525,4274,43008663,AMAZON CAPITAL SERVICES INC,410 TERRY AVE N,SEATTLE,WA,98109-5210,US,45-3328644,263621.79,80826265,"Amazon Capital Services, Inc.",410 Terry Ave N Seattle WA,"Amazon.com, Inc.",1.0,Yes
526,4276,43008670,LRN CORPORATION,41 MADISON AVE 30TH FLR,NEW YORK,NY,10010,US,95-4461694,122826.0,6844798,Lrn, Parker CO,Lrn,1.0,Yes
527,4281,43008705,OHIO POWER TOOL INC,999 GOODALE BLVD,COLUMBUS,OH,43212,US,31-1077158,329.73,107612855,"Ohio Power Tool, Inc.",999 Goodale Blvd Columbus OH,"Ohio Power Tool, Inc.",1.0000000000000002,Yes
528,4284,43008738,C&C SOFTWARE,PO BOX 560008,DALLAS,TX,75356-0008,US,75-2323069,95.0,106152650,C&C Software,703 N Irving Heights Dr Irving TX,C&C Software,1.0,Yes
529,4285,43008739,FUEL CYCLE INC,11859 WILSHIRE BLVD STE 400,LOS ANGELES,CA,90025-6600,US,20-3368552,239352.9,789983421,Fuel Cycle Inc.,11859 Wilshire Blvd # 400 Los Angeles CA,Fuel Cycle Inc.,1.0,Yes
530,4290,43008786,NATIONAL CART CO,3125 BOSCHERTOWN RD,SAINT CHARLES,MO,63301-3263,US,20-2238318,2750.96,87571168,"National Cart Co. East, LLC",3125 Boschertown Rd Saint Charles MO,"National Cart Co. East, LLC",0.9528,Yes
531,4307,43009005,SERVICENOW,PO BOX 731647,DALLAS,TX,75373-1647,US,20-2056195,1901637.5,606219744,"Servicenow, Inc.",2225 Lawson Ln Santa Clara CA,"Servicenow, Inc.",1.0,Yes
532,4312,43009034,SET STAGE CREATIVE,5051 S SANTA FE AVE,VERNON,CA,90058-2123,US,81-4127977,31379.5,44974799,Set & Stage Creative,5051 S Santa Fe Ave Vernon CA,Set & Stage Creative,1.0,Yes
533,4313,43009046,STATISTA INC,175 GREENWICH ST FL 36,NEW YORK,NY,10007-2439,US,99-0367549,20014.35,221180957,STATISTA LIMITED,Fifth Floor LONDON ,Ströer SE & Co. KGaA,1.0,Yes
534,4316,43009090,COPLEY OHIO NEWSPAPERS INC,PO BOX 630599,CINCINNATI,OH,45263-0001,US,31-1714372,28709.29,10225410,Copley Ohio Newspapers Inc,500 Market Ave S Canton OH,"Gannett Co., Inc.",1.0,Yes
535,4317,43009098,TIVIAN,575 LEXINGTON AVE FL 14,NEW YORK,NY,10022-6129,US,20-8976585,24860.0,32002634,Tivian Inc,575 Lexington Ave FL 14 New York NY,Tivian Inc,1.0,Yes
536,4320,43009135,IVANTI INC.,PO BOX 120352 DEPT 0352,DALLAS,TX,75312-0352,US,30-0110335,63283.909999999996,119732696,"Ivanti, Inc.",10377 S Jordan Gtwy # 110 South Jordan UT,LHI SOFTWARE IRELAND HOLDINGS LIMITED,1.0,Yes
537,4321,43009146,"TRACE3, LLC",PO BOX 847467,LOS ANGELES,CA,90084-7467,US,82-1525853,271902.62,831997411,"Trace3, LLC",4601 Dtc Blvd Denver CO,"Escape Velocity Holdings, Inc.",1.0,Yes
538,4326,43009230,DATACAMP INC,350 5TH AVE STE 7720,NEW YORK,NY,10118-0135,US,35-2522844,7200.0,93092132,"Datacamp, Inc.",350 5th Ave Ste 7720 New York NY,"Datacamp, Inc.",1.0,Yes
539,4331,43009312,"MATERIAL HOLDINGS, LLC",1900 AVENUE OF THE STARS STE 1600,LOS ANGELES,CA,90067-4412,US,32-0430952,131841.81,69927648,"Material Holdings, LLC",1900 Avenue of The Stars Los Angeles CA,"Material Holdings, LLC",1.0000000000000002,Yes
540,4334,43009324,STRYDER CORP,225 BUSH ST STE 1200,SAN FRANCISCO,CA,94104-4293,US,46-5156283,120000.0,79413250,Stryder Corp.,225 Bush St FL 12 San Francisco CA,Stryder Corp.,1.0,Yes
541,4337,43009332,RETAIL LITIGATION CENTER,99 M ST SE STE 700,WASHINGTON,DC,20003-3977,US,27-2188600,10000.0,70924226,"Retail Litigation Center, Inc.",1700 N Moore St Arlington VA,"Retail Litigation Center, Inc.",1.0,Yes
542,4338,43009335,ALIGHT FINANCIAL ADVISORS LLC,4 OVERLOOK PT,LINCOLNSHIRE,IL,60069-4337,US,82-1061233,30796.57,152353632,Alight Solutions LLC,4 Overlook Pt Ste 4ob Lincolnshire IL,"Alight, Inc.",0.7532,Yes
543,4339,43009347,COLUMBUS STATE COMMUNITY COLLEGE,550 E SPRING ST,COLUMBUS,OH,43215-1722,US,31-0729591,73997.15,964893882,Columbus State Community College Development Foundation Inc,550 E Spring St Columbus OH,Columbus State Community College Development Foundation Inc,0.9475,Yes
544,4341,43009364,VERISK CRIME ANALYTICS INC,PO BOX 27508,NEW YORK,NY,10087-7508,US,22-3803385,5000.0,78835575,"Verisk Crime Analytics, Inc.",545 Washington Blvd Jersey City NJ,"Verisk Analytics, Inc.",1.0,Yes
545,4342,43009369,THE OHIO STATE UNIVERSITY,14 E 15TH AVE,COLUMBUS,OH,43201-4487,US,31-1145986,250.0,27758221,The Ohio State University,2650 Kenny Rd Columbus OH,The Ohio State University,1.0,Yes
546,4346,43009380,ACADEMY FIRE LIFE SAFETY LLC,42 BROADWAY FL 2,LYNBROOK,NY,11563-2519,US,80-0873652,85147.26,78783985,"Academy Fire Life Safety, LLC",42 Broadway FL 2 Lynbrook NY,"Ai Fire, LLC",1.0000000000000002,Yes
547,4348,43009393,BUCKEYE CARPET CARE INC.,1132 HILL RD N,PICKERINGTON,OH,43147-8876,US,31-0996945,2323.22,79423752,"Buckeye Carpet Care, Inc.",1132 Hill Rd N Pickerington OH,"Buckeye Carpet Care, Inc.",1.0,Yes
548,4350,43009410,BERKELEY RESEARCH GROUP LLC,PO BOX 676158,DALLAS,TX,75267-6158,US,27-1451273,19000.0,962429069,"Berkeley Research Group, LLC",2200 Powell St Ste 1200 Emeryville CA,"Berkeley Research Group, LLC",1.0,Yes
549,4353,43009432,PACLINE CONVEYORS,5735 MCADAM RD,MISSISSAUGA,ON,L4Z 1N9,CA,16-1393347,47350.0,858481765,"Pacline Conveyors, Inc.",155 Great Arrow Ave Buffalo NY,"Pacline Conveyors, Inc.",1.0,Yes
550,4355,43009443,THE CITY OF ANAHEIM,PO BOX 61042,ANAHEIM,CA,92803-6142,US,,0.0,44329993,City of Anaheim,200 S Anaheim Blvd Anaheim CA,State of California,1.0,Yes
551,4356,43009444,"XCELERATE MEDIA, INC.",61 W BRIDGE ST,DUBLIN,OH,43017-1167,US,31-1677797,3000.0,134764443,"Xcelerate Media, Inc",61 W Bridge St Ste A Dublin OH,"Xcelerate Media, Inc",1.0,Yes
552,4357,43009461,BAMBOO ROSE LLC,17 ROGERS ST,GLOUCESTER,MA,01930-5038,US,81-3065654,404858.56,942063509,Bamboo Rose LLC,17 Rogers St Gloucester MA,Bamboo Rose LLC,1.0000000000000002,Yes
553,4358,43009480,MINORITY CORPORATE COUNSEL,1111 PENNSYLVANIA AVE NW,WASHINGTON,DC,20004-2541,US,13-3920905,25000.0,135541865,Minority Corporate Council Association Inc,1111 Pennsylvania Ave NW Washington DC,Minority Corporate Council Association Inc,0.8747,Yes
554,4366,43009527,LIVEVIEW TECHNOLOGIES INC,PO BOX 17853,DENVER,CO,80217-0853,US,20-2350309,5476.0599999999995,196941160,"Liveview Technologies, Inc.",1226 S 1480 W Orem UT,"Liveview Technologies, Inc.",1.0,Yes
555,4367,43009541,"DATADOG, INC.",620 8TH AVE FL 45,NEW YORK,NY,10018-1741,US,27-2825503,1444.8,57610120,"Datadog, Inc.",620 8th Ave FL 45 New York NY,"Datadog, Inc.",1.0,Yes
556,4374,43009636,GLOBAL FACILITY MANAGEMENT &,525 BROADHOLLOW RD STE 100,MELVILLE,NY,11747-3718,US,20-8757971,343473.18,808344621,Global Facility Management & Construction Inc.,525 Broadhollow Rd # 100 Melville NY,Global Facility Management & Construction Inc.,0.9537,Yes
557,4375,43009642,TRUE CAPITAL PARTNERS LLC,56 N HADDON AVE FL 1,HADDONFIELD,NJ,08033-2438,US,83-3421944,100000.0,30935637,True Capital Partners LLC,56 N Haddon Ave Ste 201 Haddonfield NJ,True Capital Partners LLC,1.0,Yes
558,4376,43009652,"LOGIC INFORMATION SYSTEMS, INC","7760 FRANCE AVENUE SOUTH, SUITE 640",BLOOMINGTON,MN,55435,US,41-1892770,1613036.54,33095345,"Logic Information Systems, Inc.",7760 France Ave S Ste 640 Bloomington MN,"Logic Information Systems, Inc.",1.0000000000000002,Yes
559,4380,43009673,"CUE, INC.",PO BOX 101,MOHNTON,PA,19540-0101,US,56-1916998,2150.0,106134099,"On Cue, LLC",10271 Stratford Hall CT Mechanicsville VA,"On Cue, LLC",1.0,Yes
560,4381,43009682,GINGER CONSULTING NORTH LLC,2308 OLIVER AVE S,MINNEAPOLIS,MN,55405-2445,US,20-8053463,27922.0,18422465,"Ginger Consulting North, LLC",3208 W Lake St Minneapolis MN,"Ginger Consulting North, LLC",1.0,Yes
561,4389,43009752,"QUENCH USA, INC.",PO BOX 735777,DALLAS,TX,75373-5777,US,26-3264642,19280.09,2114853,"Quench Usa, Inc.",630 Allendale Rd Ste 200 King of Prussia PA,AquaVenture Holdings Limited,1.0,Yes
562,4390,43009762,BUCKEYE CORRUGATED INC.,3350 LONG RD,WOOSTER,OH,44691-7953,US,34-0831886,228861.36000000002,106193493,"Buckeye Corrugated, Inc",1500 Elizabeth Lee Pkwy Loudon TN,"Buckeye Corrugated, Inc",1.0,Yes
563,4392,43009767,NESTLE USA INC,PO BOX 277817,ATLANTA,GA,30384-7817,US,95-1572209,54208.85,12819437,"Nestle Usa, Inc.",11700 E 47th Ave Denver CO,Nestlé S.A.,1.0,Yes
564,4394,43009783,ORORA VISUAL LLC,PO BOX 733489,DALLAS,TX,75373-3489,US,81-4527668,354068.19,363192253,Orora Visual LLC,1600 E Valencia Dr Fullerton CA,Orora Visual LLC,1.0,Yes
565,4396,43009796,"QUANTRONIX, INC.",314 S 200 W,FARMINGTON,UT,84025-2409,US,87-0454098,35789.35,191938380,"Quantronix, Inc.",314 S 200 W Farmington UT,"Quantronix, Inc.",1.0,Yes
566,4399,43009823,"PURDY COMPANY, LLC",2775 E 4TH AVE,COLUMBUS,OH,43219-2824,US,38-4036930,32854.93,17912569,Purdy Company,2775 E 4th Ave Columbus OH,Purdy Company,1.0,Yes
567,4406,43009843,"SAILPOINT TECHNOLOGIES, INC.",PO BOX 736149,DALLAS,TX,75373-6149,US,90-0187685,25800.0,152966276,"Sailpoint Technologies, Inc.",11120 Four Points Dr # 100 Austin TX,"Sailpoint Intermediate Holdings III, LP",1.0,Yes
568,4410,43009865,"MONETATE, INC.",325 N SAINT PAUL ST STE 3100,DALLAS,TX,75201-3923,US,26-1801822,87261.56,26361066,"Monetate, Inc.",325 N Saint Paul St # 3100 Dallas TX,"Monetate, Inc.",1.0,Yes
569,4413,43009880,FAHLGREN MORTINE,4030 EASTON STA STE 300,COLUMBUS,OH,43219-7012,US,55-0736802,42454.91,119119329,"Fahlgren, Inc.",4030 Easton STA Ste 300 Columbus OH,"Fahlgren, Inc.",0.8981,Yes
570,4424,43009934,AMBAFLEX INC,PO BOX 72081,CLEVELAND,OH,44192-0002,US,75-2799905,15867.64,94623654,"Ambaflex, Inc.",2301 E Lamar Blvd Ste 100 Arlington TX,"Ambaflex, Inc.",1.0,Yes
571,4438,43010002,TOSHIBA FINANCIAL SERVICES,PO BOX 41602,PHILADELPHIA,PA,19101-1602,US,33-0865305,24123.03,10473085,Toshiba Financial Services,1400 Computer Dr Westborough MA,Toshiba Financial Services,1.0,Yes
572,4444,43010031,CITY OF BEAUMONT,550 E 6th Street,BEAUMONT,CA,92223,US,,101.0,73901118,City of Beaumont,801 Main St Beaumont TX,City of Beaumont,1.0,Yes
573,4448,43010041,ALIGNORG SOLUTIONS,1986 W BONNEVILLE LN,KAYSVILLE,UT,84037-6860,US,77-0668761,100288.59,803402069,"Alignorg Solutions, LLC",1986 W Bonneville Ln Kaysville UT,"Alignorg Solutions, LLC",1.0000000000000002,Yes
574,4451,43010055,BAR DOWN LLC,1152 CLEVELAND HALL BLVD,OLD HICKORY,TN,37138-2351,US,85-0835375,18000.0,3773729,Last Call Bar,3988 18th St San Francisco CA,Last Call Bar,1.0,Yes
575,4462,43500033,JOTFORM INC,4 EMBARCADERO CTR STE 780,SAN FRANCISCO,CA,94111-4102,US,46-5729519,33420.0,88217908,Jotform Inc.,4 Embarcadero Ctr Ste 780 San Francisco CA,Jotform Inc.,1.0,Yes
576,4466,43500037,EXPONENT INC,"P.O. BOX 200283, DEPT 002",DALLAS,TX,75320-0283,US,77-0218904,19368.5,604061267,"Exponent, Inc.",149 Commonwealth Dr Menlo Park CA,"Exponent, Inc.",1.0,Yes
577,4468,43500040,BRANT INSTORE LIMITED,"555 GREENWICH STREET, PO BOX 1176",BRANTFORD,ON,N3T 5T3,CA,751416744RT0001,81540.71,200375699,Brant InStore Corporation,555 Greenwich St BRANTFORD ON,Brant InStore Corporation,1.0,Yes
578,4474,43500047,"MEADOWBROOK INVENTIONS, INC.",260 MINE BROOK RD,BERNARDSVILLE,NJ,07924-2117,US,22-1603236,286900.0,2175180,"Meadowbrook Inventions, Inc.",260 Mine Brook Rd Bernardsville NJ,"Meadowbrook Inventions, Inc.",1.0,Yes
579,4475,43500048,"LOGICSOURCE, INC",20 MARSHALL ST,NORWALK,CT,06854-2256,US,27-0630752,2953518.7399999998,21386075,"Logicsource, Inc.",20 Marshall St Ste 210 Norwalk CT,"Logicsource, Inc.",1.0,Yes
